"customer_id","first_name","surname","postcode","age","all_linked_ids","in_purchase","in_crm_base","in_customer_base","is_guest","is_registered"
31721,"isabel","white","po398rs",17,"[16581]",TRUE,FALSE,TRUE,FALSE,TRUE
31988,"hollie","robinson","ex982ly",59,"[5080]",TRUE,TRUE,FALSE,FALSE,TRUE
5345,"sophia","kelly","hr174xz",77,"[27764]",TRUE,FALSE,TRUE,FALSE,TRUE
15903,"tia","chapman","po200hg",12,NA,TRUE,FALSE,TRUE,FALSE,TRUE
16783,"alfie","gray","po466du",33,NA,TRUE,FALSE,TRUE,FALSE,TRUE
6827,"jemima","barker","hr619te",17,NA,TRUE,FALSE,TRUE,FALSE,TRUE
9410,"matilda","mills","ls837bt",7,NA,TRUE,TRUE,TRUE,FALSE,TRUE
6752,"luke","ward","hr56de",3,NA,TRUE,FALSE,TRUE,FALSE,TRUE
30567,"phoebe","davis","sw122ae",75,"[23257]",TRUE,FALSE,TRUE,FALSE,TRUE
7969,"grace","thomas","ls243gd",25,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15810,"jay","collins","po200he",47,NA,TRUE,FALSE,TRUE,FALSE,TRUE
9530,"tyler","chapman","ls849zn",34,NA,TRUE,FALSE,TRUE,FALSE,TRUE
32614,"ava","evans","ls189ap",33,"[7768]",TRUE,FALSE,TRUE,FALSE,TRUE
30061,"sarah","owen","so145ne",12,"[20894]",TRUE,TRUE,TRUE,FALSE,TRUE
3391,"harley","bell","ex298ae",63,NA,TRUE,FALSE,TRUE,FALSE,TRUE
28769,"alex","carter","hr90pt",17,"[7469]",TRUE,FALSE,TRUE,FALSE,TRUE
24001,"phoebe","king","sw293ne",61,"[29592]",TRUE,FALSE,TRUE,FALSE,TRUE
8454,"mohammed","knight","ls451gr",15,NA,TRUE,FALSE,TRUE,FALSE,TRUE
20379,"archie","stevens","rg787rd",6,NA,TRUE,FALSE,TRUE,FALSE,TRUE
19645,"edward","lewis","rg602ja",33,"[27211]",TRUE,FALSE,TRUE,FALSE,TRUE
33084,"caitlin","miller","sw395ax",60,"[24583]",TRUE,TRUE,TRUE,FALSE,TRUE
13731,"ryan","marshall","nw374jq",50,"[31190]",TRUE,FALSE,TRUE,FALSE,TRUE
16483,"anthony","stevens","po398rp",34,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1718,"libby","wilson","de500jg",55,NA,TRUE,TRUE,TRUE,FALSE,TRUE
19980,"daniel","price","rg748qg",40,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15773,"riley","bailey","po163jj",82,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13494,"ruby","graham","nw338ze",47,NA,TRUE,FALSE,TRUE,FALSE,TRUE
24711,"chloe","harris","sw433xu",93,NA,TRUE,FALSE,TRUE,FALSE,TRUE
18341,"daniel","fisher","po872dl",7,NA,TRUE,FALSE,TRUE,FALSE,TRUE
22148,"lilly","knight","so53wq",57,NA,TRUE,FALSE,TRUE,FALSE,TRUE
14190,"layla","bell","nw472lq",58,NA,TRUE,FALSE,TRUE,FALSE,TRUE
22643,"finley","scott","so751el",45,"[30611]",TRUE,FALSE,TRUE,FALSE,TRUE
30073,"niamh","hill","nw277bu",55,"[13085]",TRUE,FALSE,TRUE,FALSE,TRUE
27858,"madeleine","campbell","rg150re",43,"[18711]",TRUE,FALSE,TRUE,FALSE,TRUE
23916,"francesca","cook","sw212nz",25,"[27988]",TRUE,TRUE,FALSE,FALSE,TRUE
3630,"natalia","phillips","ex400wu",57,"[28982]",TRUE,TRUE,TRUE,FALSE,TRUE
23408,"thomas","wilkinson","sw122ah",53,NA,TRUE,FALSE,TRUE,FALSE,TRUE
12336,"muhammad","lee","m816np",43,NA,TRUE,TRUE,TRUE,FALSE,TRUE
12355,"ethan","jackson","m816np",26,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10124,"alfie","collins","m176sw",55,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15920,"mohammed","clark","po200hg",90,NA,TRUE,TRUE,TRUE,FALSE,TRUE
31191,"harvey","allen","so186rt",30,"[21164]",TRUE,FALSE,TRUE,FALSE,TRUE
31138,"chaalie","hughes","ls867aq",71,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13044,"tyler","mills","nw277bt",45,NA,TRUE,FALSE,TRUE,FALSE,TRUE
30138,"poppy","powell","de440rx",3,"[1556]",TRUE,TRUE,FALSE,FALSE,TRUE
9754,"edward","hall","ls867as",29,NA,TRUE,FALSE,TRUE,FALSE,TRUE
20266,"isabelle","taylor","rg787ra",48,"[31108]",TRUE,FALSE,TRUE,FALSE,TRUE
9273,"lucas","cook","ls74dn",1,"[29925]",TRUE,FALSE,TRUE,FALSE,TRUE
29299,"ashton","bennett","m560sd",40,"[11307]",TRUE,TRUE,TRUE,FALSE,TRUE
19063,"neve","johnson","rg365uw",31,"[31693]",TRUE,FALSE,TRUE,FALSE,TRUE
3196,"emma","hughes","ex264wu",16,NA,TRUE,TRUE,TRUE,FALSE,TRUE
19978,"elena","shaw","rg748qg",53,"[28681]",TRUE,FALSE,TRUE,FALSE,TRUE
23921,"ethan","gray","sw212nz",7,"[28578]",TRUE,TRUE,TRUE,FALSE,TRUE
25710,"caitlin","gibson","sw791gh",27,NA,TRUE,TRUE,FALSE,FALSE,TRUE
24343,"harley","butler","sw332tf",28,NA,TRUE,FALSE,TRUE,FALSE,TRUE
60,"tyler","cox","de03ut",24,NA,TRUE,TRUE,FALSE,FALSE,TRUE
29562,"destiny","mills","nw662nf",97,"[14841]",TRUE,FALSE,TRUE,FALSE,TRUE
12640,"ava","harrison","m914ef",61,NA,TRUE,TRUE,FALSE,FALSE,TRUE
24759,"ryan","watson","sw433xw",29,NA,TRUE,FALSE,TRUE,FALSE,TRUE
20617,"arthur","harvey","rg877sx",31,NA,TRUE,TRUE,FALSE,FALSE,TRUE
21600,"jamie","cooper","so433hd",43,NA,TRUE,TRUE,TRUE,FALSE,TRUE
15472,"adam","white","nw908ru",84,NA,TRUE,FALSE,TRUE,FALSE,TRUE
3410,"ryan","bailey","ex298af",86,"[27753]",TRUE,FALSE,TRUE,FALSE,TRUE
23716,"macey","taylor","sw199qy",52,"[30085]",TRUE,FALSE,TRUE,FALSE,TRUE
7400,"maisie","mason","hr861gf",40,"[27251]",TRUE,FALSE,TRUE,FALSE,TRUE
28676,"niamh","marshall","po711hw",88,"[17702]",TRUE,FALSE,TRUE,FALSE,TRUE
16632,"fatima","bailey","po416le",26,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1032,"phoebe","butler","de256nh",8,"[29236]",TRUE,FALSE,TRUE,FALSE,TRUE
28398,"harley","barker","ls74dl",4,"[9240]",TRUE,TRUE,TRUE,FALSE,TRUE
23235,"erin","hunt","sw122ad",29,NA,TRUE,TRUE,TRUE,FALSE,TRUE
15860,"madison","baker","po200hf",53,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15222,"lewis","watson","nw852nz",60,NA,TRUE,TRUE,FALSE,FALSE,TRUE
26073,"bethany","robinson","sw846ad",40,NA,TRUE,FALSE,TRUE,FALSE,TRUE
3023,"millie","mitchell","ex237pq",28,NA,TRUE,FALSE,TRUE,FALSE,TRUE
26842,"leo","mills","nw817tl",71,NA,TRUE,FALSE,TRUE,FALSE,TRUE
25157,"isabel","cooper","sw540rb",79,NA,TRUE,FALSE,TRUE,FALSE,TRUE
21432,"jake","barker","so348as",48,"[30445]",TRUE,FALSE,TRUE,FALSE,TRUE
29733,"bobby","clarke","sw937xn",89,"[26092]",TRUE,FALSE,TRUE,FALSE,TRUE
30924,"amelia","matthews","ex982lx",18,"[5034]",TRUE,TRUE,TRUE,FALSE,TRUE
26488,"riley","knight","sw988ag",45,"[32179]",TRUE,FALSE,TRUE,FALSE,TRUE
29328,"amelia","lloyd","so989dg",18,"[23164]",TRUE,FALSE,TRUE,FALSE,TRUE
29110,"jack","thomson","ls451gp",60,"[8373]",TRUE,FALSE,TRUE,FALSE,TRUE
15669,"millie","morgan","po163jg",94,NA,TRUE,TRUE,TRUE,FALSE,TRUE
3253,"eleanor","mason","ex264ww",40,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11930,"zara","griffiths","m685zf",7,NA,TRUE,TRUE,TRUE,FALSE,TRUE
583,"finley","mason","de159qy",93,"[26943]",TRUE,TRUE,FALSE,FALSE,TRUE
12524,"callum","brown","m902xw",35,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13795,"harvey","simpson","nw436bl",43,NA,TRUE,FALSE,TRUE,FALSE,TRUE
16904,"lucy","cooper","po466dx",55,NA,TRUE,TRUE,FALSE,FALSE,TRUE
18437,"freya","robinson","po891ld",70,"[32594]",TRUE,FALSE,TRUE,FALSE,TRUE
2530,"matthew","morgan","de732en",40,NA,TRUE,FALSE,TRUE,FALSE,TRUE
19748,"jessica","lloyd","rg656ew",26,NA,TRUE,TRUE,FALSE,FALSE,TRUE
22417,"zain","clark","so633zn",39,NA,TRUE,FALSE,TRUE,FALSE,TRUE
7467,"jack","carter","hr90pt",56,"[28195]",TRUE,FALSE,TRUE,FALSE,TRUE
1399,"mia","martin","de422he",7,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11522,"sophie","reid","m625ub",58,"[29305]",TRUE,TRUE,TRUE,FALSE,TRUE
28373,"poppy","lloyd","m682hx",28,"[11829]",TRUE,FALSE,TRUE,FALSE,TRUE
18814,"bethany","cooper","rg150rg",38,NA,TRUE,FALSE,TRUE,FALSE,TRUE
17844,"oliver","hill","po774uw",35,NA,TRUE,FALSE,TRUE,FALSE,TRUE
18948,"sophia","harvey","rg172xh",48,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13853,"evie","jones","nw436bn",38,NA,TRUE,FALSE,TRUE,FALSE,TRUE
8956,"rose","butler","ls58tz",7,NA,TRUE,TRUE,FALSE,FALSE,TRUE
6166,"harriet","turner","hr481nd",48,NA,TRUE,TRUE,TRUE,FALSE,TRUE
26472,"rosie","young","sw988ag",31,"[27852]",TRUE,TRUE,FALSE,FALSE,TRUE
1468,"erin","clark","de422hf",20,NA,TRUE,FALSE,TRUE,FALSE,TRUE
25360,"isabella","clark","sw744qy",31,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11209,"sean","wilkinson","m518dt",2,"[31313]",TRUE,FALSE,TRUE,FALSE,TRUE
31080,"oourtney","mason","po200hf",82,NA,TRUE,FALSE,TRUE,FALSE,TRUE
8670,"darcy","graham","ls475rt",17,"[29149]",TRUE,FALSE,TRUE,FALSE,TRUE
23931,"louis","wright","sw212nz",65,NA,TRUE,FALSE,TRUE,FALSE,TRUE
3192,"daniel","bell","ex264wu",55,"[29489]",TRUE,FALSE,TRUE,FALSE,TRUE
23352,"rosie","king","sw122ag",32,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1711,"george","robinson","de500jf",56,"[31623]",TRUE,TRUE,FALSE,FALSE,TRUE
5276,"dylan","bennett","hr167xf",11,NA,TRUE,FALSE,TRUE,FALSE,TRUE
27523,"isabel","cooper","po514xa",83,"[17179]",TRUE,FALSE,TRUE,FALSE,TRUE
7850,"luca","evans","ls233hz",26,NA,TRUE,TRUE,FALSE,FALSE,TRUE
12884,"nathan","phillips","nw130qq",13,"[29642]",TRUE,FALSE,TRUE,FALSE,TRUE
15864,"sonny","baker","po200hf",47,NA,TRUE,FALSE,TRUE,FALSE,TRUE
5284,"hollie","jones","hr167xf",8,NA,TRUE,FALSE,TRUE,FALSE,TRUE
23748,"theo","wright","sw207us",72,"[27901]",TRUE,FALSE,TRUE,FALSE,TRUE
4549,"michael","lewis","ex86qs",35,NA,TRUE,FALSE,TRUE,FALSE,TRUE
17739,"millie","turner","po711hx",3,NA,TRUE,FALSE,TRUE,FALSE,TRUE
20806,"eloise","simpson","rg993jl",55,"[28443]",TRUE,TRUE,TRUE,FALSE,TRUE
31573,"ellie","hill","sw500hy",50,"[25078]",TRUE,FALSE,TRUE,FALSE,TRUE
13363,"toby","harrison","nw290zx",50,NA,TRUE,TRUE,TRUE,FALSE,TRUE
12316,"lola","miller","m80nz",36,NA,TRUE,FALSE,TRUE,FALSE,TRUE
22770,"maximilian","brown","so763bt",1,NA,TRUE,FALSE,TRUE,FALSE,TRUE
329,"connor","marshall","de146ft",53,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10520,"ellis","wilkinson","m296ss",68,NA,TRUE,TRUE,TRUE,FALSE,TRUE
15116,"summer","wilson","nw817th",4,NA,TRUE,FALSE,TRUE,FALSE,TRUE
28058,"oscar","holmes","ex747dn",73,"[4422]",TRUE,FALSE,TRUE,FALSE,TRUE
29280,"lucy","wrigkt","rg787rz",25,NA,TRUE,FALSE,TRUE,FALSE,TRUE
26171,"matthew","edwards","sw93nf",87,NA,TRUE,FALSE,TRUE,FALSE,TRUE
8164,"liam","price","ls294pr",38,"[33260]",TRUE,FALSE,TRUE,FALSE,TRUE
30,"olivia","king","de03us",40,NA,TRUE,FALSE,TRUE,FALSE,TRUE
23157,"chloe","wood","so989dg",8,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10604,"louis","clarke","m352tw",34,"[28252]",TRUE,TRUE,FALSE,FALSE,TRUE
13322,"lola","cooper","nw290zw",85,NA,TRUE,TRUE,FALSE,FALSE,TRUE
17917,"rory","phillips","po819nb",35,"[28626]",TRUE,TRUE,TRUE,FALSE,TRUE
31189,"molly","parker","nw500aw",5,"[14558]",TRUE,FALSE,TRUE,FALSE,TRUE
3787,"aimee","cox","ex483qy",24,"[31183]",TRUE,FALSE,TRUE,FALSE,TRUE
12891,"john","young","nw130qq",47,NA,TRUE,TRUE,TRUE,FALSE,TRUE
16822,"james","allen","po466du",40,"[16823,29319]",TRUE,FALSE,TRUE,FALSE,TRUE
29740,"frederick","hurgan","sw500hx",50,NA,TRUE,TRUE,TRUE,FALSE,TRUE
5331,"olivia","matthews","hr174xy",18,NA,TRUE,TRUE,FALSE,FALSE,TRUE
14989,"charlie","shaw","nw68lw",27,"[28466]",TRUE,FALSE,TRUE,FALSE,TRUE
2941,"daisy","stewart","ex121ub",84,NA,TRUE,FALSE,TRUE,FALSE,TRUE
6946,"eleanor","jackson","hr662rn",27,NA,TRUE,FALSE,TRUE,FALSE,TRUE
25371,"nicole","robinson","sw744qy",61,NA,TRUE,FALSE,TRUE,FALSE,TRUE
26374,"george","cooper","sw946zf",64,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1123,"john","hunt","de264ew",16,NA,TRUE,FALSE,TRUE,FALSE,TRUE
3048,"brooke","mason","ex237pr",20,NA,TRUE,FALSE,TRUE,FALSE,TRUE
26694,"georgia","edwards","hr505er",30,NA,TRUE,TRUE,TRUE,FALSE,TRUE
16998,"harvey","miller","po466dy",6,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1356,"brooke","jones","de422hd",94,NA,TRUE,FALSE,TRUE,FALSE,TRUE
19469,"amber","richards","rg52td",69,NA,TRUE,FALSE,TRUE,FALSE,TRUE
20111,"lily","russell","rg764yr",26,"[28271]",TRUE,TRUE,TRUE,FALSE,TRUE
16733,"megan","patel","po466da",38,NA,TRUE,FALSE,TRUE,FALSE,TRUE
14287,"david","powell","nw481en",40,NA,TRUE,TRUE,FALSE,FALSE,TRUE
9543,"sofia","powell","ls849zp",7,NA,TRUE,FALSE,TRUE,FALSE,TRUE
26724,"felix","watson","rg787rd",90,"[20345]",TRUE,TRUE,TRUE,FALSE,TRUE
21957,"oliver","russell","so527ss",22,NA,TRUE,FALSE,TRUE,FALSE,TRUE
12437,"eva","watson","m824pu",53,NA,TRUE,FALSE,TRUE,FALSE,TRUE
27384,"seren","davies","de237gg",27,"[765]",TRUE,FALSE,TRUE,FALSE,TRUE
19891,"freddie","davis","rg721pp",98,NA,TRUE,FALSE,TRUE,FALSE,TRUE
29158,"millie","gibson","m80nx",24,"[12228]",TRUE,FALSE,TRUE,FALSE,TRUE
13223,"georgia","robertson","nw277by",37,NA,TRUE,FALSE,TRUE,FALSE,TRUE
6493,"megan","cook","hr559ug",17,NA,TRUE,TRUE,TRUE,FALSE,TRUE
28189,"levi","green","rg830gz",74,"[20552]",TRUE,TRUE,TRUE,FALSE,TRUE
17439,"chloe","barnes","po61nn",52,NA,TRUE,FALSE,TRUE,FALSE,TRUE
20278,"calum","jones","rg787ra",55,"[30796]",TRUE,FALSE,TRUE,FALSE,TRUE
19461,"finley","richards","rg52td",16,NA,TRUE,FALSE,TRUE,FALSE,TRUE
27482,"ryan","robinson","sw540rd",49,"[25169]",TRUE,FALSE,TRUE,FALSE,TRUE
18070,"megan","harrison","po827ep",10,NA,TRUE,FALSE,TRUE,FALSE,TRUE
2317,"ollie","davies","de691fl",42,NA,TRUE,TRUE,TRUE,FALSE,TRUE
25447,"michael","clark","sw75tq",93,NA,TRUE,FALSE,TRUE,FALSE,TRUE
25054,"joel","foster","sw500hy",54,"[26753]",TRUE,FALSE,TRUE,FALSE,TRUE
22125,"oliver","campbell","so538tx",37,NA,TRUE,FALSE,TRUE,FALSE,TRUE
29058,"aiicia","iee","nw277by",26,NA,TRUE,TRUE,TRUE,FALSE,TRUE
28847,"amelia","mills","ex909lt",48,"[4752]",TRUE,FALSE,TRUE,FALSE,TRUE
13470,"ella","allen","nw338zd",68,"[29439]",TRUE,FALSE,TRUE,FALSE,TRUE
30814,"nicholas","chapman","ex709ar",78,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11618,"holly","carter","m660xt",49,NA,TRUE,FALSE,TRUE,FALSE,TRUE
4077,"mollie","baker","ex683dh",63,"[33267]",TRUE,FALSE,TRUE,FALSE,TRUE
2657,"joseph","webb","de784de",2,NA,TRUE,FALSE,TRUE,FALSE,TRUE
7419,"eva","rogers","hr904za",64,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15693,"christopher","marshall","po163jg",54,"[29183]",TRUE,FALSE,TRUE,FALSE,TRUE
30781,"alexander","roberts","nw500at",41,NA,TRUE,TRUE,FALSE,FALSE,TRUE
30420,"faye","johnson","sw162hy",1,"[23584]",TRUE,FALSE,TRUE,FALSE,TRUE
3528,"maximilian","marshall","ex341wt",7,NA,TRUE,FALSE,TRUE,FALSE,TRUE
28124,"sienna","bell","nw661du",49,"[14777]",TRUE,TRUE,TRUE,FALSE,TRUE
28013,"oscar","davis","de256ng",10,"[947]",TRUE,FALSE,TRUE,FALSE,TRUE
9280,"eden","knight","ls806xb",37,NA,TRUE,FALSE,TRUE,FALSE,TRUE
32769,"evie","thomson","rg764ys",17,"[20155]",TRUE,FALSE,TRUE,FALSE,TRUE
19780,"james","morgan","rg656ew",26,NA,TRUE,FALSE,TRUE,FALSE,TRUE
3872,"harry","stewart","ex483qz",26,NA,TRUE,FALSE,TRUE,FALSE,TRUE
16492,"amelia","bennett","po398rq",26,"[33262]",TRUE,TRUE,TRUE,FALSE,TRUE
15381,"hamza","cox","nw908rt",25,NA,TRUE,TRUE,TRUE,FALSE,TRUE
14257,"alisha","jones","nw472lr",15,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15440,"felix","webb","nw908ru",27,NA,TRUE,FALSE,TRUE,FALSE,TRUE
21016,"zak","parker","so147pd",49,NA,TRUE,FALSE,TRUE,FALSE,TRUE
33246,"abigail","murray","hr478er",49,"[6049]",TRUE,TRUE,FALSE,FALSE,TRUE
13104,"amelia","patel","nw277bw",23,"[27617]",TRUE,FALSE,TRUE,FALSE,TRUE
32228,"harry","mitchell","m902xx",9,"[12577]",TRUE,FALSE,TRUE,FALSE,TRUE
29994,"poppy","wilson","sw207us",27,"[23783]",TRUE,FALSE,TRUE,FALSE,TRUE
19192,"thomas","hunt","rg369qg",66,NA,TRUE,TRUE,TRUE,FALSE,TRUE
20217,"isobel","davies","rg764yu",40,"[32519]",TRUE,TRUE,FALSE,FALSE,TRUE
32812,"reuben","moore","hr250el",4,"[5484]",TRUE,FALSE,TRUE,FALSE,TRUE
19339,"louis","allen","rg497zq",55,"[32656]",TRUE,FALSE,TRUE,FALSE,TRUE
3607,"peter","mills","ex341ww",48,"[31146]",TRUE,FALSE,TRUE,FALSE,TRUE
5665,"megan","evans","hr335uz",48,NA,TRUE,FALSE,TRUE,FALSE,TRUE
8979,"nathan","wilson","ls643bj",33,NA,TRUE,FALSE,TRUE,FALSE,TRUE
24496,"holly","thomas","sw332tj",47,"[28255]",TRUE,TRUE,TRUE,FALSE,TRUE
29710,"jessica","gibson","so53wq",41,"[22181]",TRUE,TRUE,FALSE,FALSE,TRUE
21603,"harry","mitchell","so433hd",25,"[28899]",TRUE,TRUE,TRUE,FALSE,TRUE
11552,"hayden","robinson","m625ud",78,NA,TRUE,FALSE,TRUE,FALSE,TRUE
30360,"layla","webb","ex423ju",32,"[3709]",TRUE,FALSE,TRUE,FALSE,TRUE
1599,"mohammed","wilkinson","de456ea",48,NA,TRUE,TRUE,FALSE,FALSE,TRUE
12290,"kian","jackson","m80nz",34,NA,TRUE,TRUE,FALSE,FALSE,TRUE
3471,"finley","holmes","ex306wu",12,NA,TRUE,TRUE,TRUE,FALSE,TRUE
32176,"iiam","iee","m682hw",72,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11715,"muhammad","webb","m682hu",2,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13091,"luke","davies","nw277bw",25,NA,TRUE,FALSE,TRUE,FALSE,TRUE
16901,"riley","phillips","po466dx",41,NA,TRUE,FALSE,TRUE,FALSE,TRUE
16917,"aidan","king","po466dx",1,NA,TRUE,TRUE,FALSE,FALSE,TRUE
15608,"francesca","ellis","po101jl",23,"[28849]",TRUE,FALSE,TRUE,FALSE,TRUE
20835,"rihanna","king","so145nd",33,"[29768]",TRUE,FALSE,TRUE,FALSE,TRUE
9793,"isabella","marshall","ls867at",41,NA,TRUE,FALSE,TRUE,FALSE,TRUE
19094,"zac","walker","rg365uw",0,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1852,"ellie","patel","de533tj",24,NA,TRUE,FALSE,TRUE,FALSE,TRUE
19144,"kai","ellis","rg369qe",58,NA,TRUE,FALSE,TRUE,FALSE,TRUE
29662,"grace","smith","po200hj",76,"[15987]",TRUE,TRUE,TRUE,FALSE,TRUE
4937,"katie","hill","ex975xy",48,NA,TRUE,TRUE,FALSE,FALSE,TRUE
25534,"poppy","harris","sw75tr",34,NA,TRUE,FALSE,TRUE,FALSE,TRUE
11409,"harry","green","m560sf",47,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13243,"phoebe","patel","nw277by",46,NA,TRUE,FALSE,TRUE,FALSE,TRUE
15250,"luke","bailey","nw886ej",57,NA,TRUE,FALSE,TRUE,FALSE,TRUE
26120,"grace","stewart","sw937xn",1,"[26756]",TRUE,FALSE,TRUE,FALSE,TRUE
8403,"harry","taylor","ls451gp",50,NA,TRUE,TRUE,TRUE,FALSE,TRUE
29999,"ava","campbell","po872dn",26,"[18373]",TRUE,TRUE,FALSE,FALSE,TRUE
11384,"harriet","owen","m560sf",61,NA,TRUE,FALSE,TRUE,FALSE,TRUE
12770,"ronnie","adams","nw130qn",53,NA,TRUE,TRUE,TRUE,FALSE,TRUE
5456,"hannah","richardson","hr250el",44,NA,TRUE,FALSE,TRUE,FALSE,TRUE
5856,"max","edwards","hr377qb",62,"[27203]",TRUE,FALSE,TRUE,FALSE,TRUE
24438,"freya","richardson","sw332th",20,"[28030]",TRUE,FALSE,TRUE,FALSE,TRUE
28312,"harry","sgott","ls475rt",28,NA,TRUE,FALSE,TRUE,FALSE,TRUE
27621,"morgan","thompson","m660xu",65,"[11668]",TRUE,FALSE,TRUE,FALSE,TRUE
25980,"louie","price","sw844yy",25,NA,TRUE,FALSE,TRUE,FALSE,TRUE
29664,"toby","graham","m560sb",29,"[11279]",TRUE,FALSE,TRUE,FALSE,TRUE
4235,"leila","king","ex709ar",46,NA,TRUE,TRUE,TRUE,FALSE,TRUE
9145,"felix","graham","ls670ft",53,NA,TRUE,FALSE,TRUE,FALSE,TRUE
32051,"charles","taylor","sw332tj",55,"[24492]",TRUE,FALSE,TRUE,FALSE,TRUE
20348,"nina","watson","rg787rd",2,NA,TRUE,FALSE,TRUE,FALSE,TRUE
13830,"freya","anderson","nw436bl",91,"[29607]",TRUE,FALSE,TRUE,FALSE,TRUE
3536,"troy","roberts","ex341wt",74,NA,TRUE,FALSE,TRUE,FALSE,TRUE
5295,"archie","clark","hr167xf",88,"[29919]",TRUE,FALSE,TRUE,FALSE,TRUE
32892,"kieran","powell","ls867at",14,"[9777]",TRUE,FALSE,TRUE,FALSE,TRUE
7760,"george","brown","ls189ap",13,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10010,"lucas","kelly","ls992db",54,NA,TRUE,TRUE,TRUE,FALSE,TRUE
20708,"leo","palmer","rg910hn",1,NA,TRUE,FALSE,TRUE,FALSE,TRUE
20619,"isabella","lee","rg877sx",44,NA,TRUE,FALSE,TRUE,FALSE,TRUE
4490,"ellie","barnes","ex86qr",91,"[28845]",TRUE,FALSE,TRUE,FALSE,TRUE
19348,"george","davies","rg497zr",9,NA,TRUE,FALSE,TRUE,FALSE,TRUE
29121,"chloe","taylor","so527ss",63,"[21989]",TRUE,TRUE,TRUE,FALSE,TRUE
396,"ruby","webb","de146fw",100,"[28371]",TRUE,FALSE,TRUE,FALSE,TRUE
22240,"oliver","foster","so561xz",75,NA,TRUE,FALSE,TRUE,FALSE,TRUE
24758,"elizabeth","watson","sw433xw",57,NA,TRUE,FALSE,TRUE,FALSE,TRUE
5452,"connor","davis","hr250el",42,NA,TRUE,FALSE,TRUE,FALSE,TRUE
382,"daisy","barnes","de146fw",81,NA,TRUE,TRUE,TRUE,FALSE,TRUE
16567,"abigail","simpson","po398rr",16,NA,TRUE,TRUE,FALSE,FALSE,TRUE
8427,"aaron","price","ls451gq",29,NA,TRUE,FALSE,TRUE,FALSE,TRUE
5711,"abigail","harvey","hr346ej",45,"[29981]",TRUE,FALSE,TRUE,FALSE,TRUE
332,"thomas","matthews","de146ft",6,NA,TRUE,FALSE,TRUE,FALSE,TRUE
1872,"molly","stevens","de533tj",42,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10951,"caleb","morris","m447nn",51,"[27204]",TRUE,TRUE,TRUE,FALSE,TRUE
27230,"niamh","phillips","hr904za",37,"[7423]",TRUE,FALSE,TRUE,FALSE,TRUE
20140,"erin","hill","rg764ys",10,NA,TRUE,FALSE,TRUE,FALSE,TRUE
17278,"annabelle","cooper","po536xn",7,NA,TRUE,TRUE,TRUE,FALSE,TRUE
29894,"violet","jackson","so145nd",24,"[20860]",TRUE,TRUE,FALSE,FALSE,TRUE
18205,"francesca","cox","po827es",31,NA,TRUE,TRUE,TRUE,FALSE,TRUE
27573,"skye","wilkinson","de159lu",0,"[420]",TRUE,FALSE,TRUE,FALSE,TRUE
247,"james","wilkinson","de13hn",78,NA,TRUE,FALSE,TRUE,FALSE,TRUE
10025,"gabriel","james","ls992db",40,NA,TRUE,TRUE,TRUE,FALSE,TRUE
6220,"summer","barnes","hr496rg",98,NA,TRUE,FALSE,TRUE,FALSE,TRUE
21745,"paige","cook","so473wt",44,NA,TRUE,FALSE,TRUE,FALSE,TRUE
27191,"gracie","jackson","m80na",46,"[12145]",TRUE,TRUE,TRUE,FALSE,TRUE
25079,"isabel","gray","sw500hy",51,"[28703]",TRUE,FALSE,TRUE,FALSE,TRUE
4867,"john","marshall","ex922rx",51,NA,TRUE,FALSE,TRUE,FALSE,TRUE
19448,"aaron","richards","rg52td",30,NA,TRUE,FALSE,TRUE,FALSE,TRUE
12241,"ellis","barnes","m80nx",72,NA,TRUE,FALSE,TRUE,FALSE,TRUE
31072,"matilda","evans","m352ty",0,"[10690]",TRUE,FALSE,TRUE,FALSE,TRUE
16290,"leon","williams","po329pr",50,NA,TRUE,FALSE,TRUE,FALSE,TRUE
